nome,nome_pesquisa,nome_social,nome_social_pesquisa,nascimento,cpf,rg,data_emissao,orgao_emissor,uf_emissao,filiacao,escolaridade,email,telefone,celular,cep,rua,numero,complemento,bairro,cidade,uf,pcd,ps,ja_sorteado,id_turma
Mariane Cassiano,MARIANE CASSIANO,,,1981-04-27,81799212556,996088951,2003-01-22,SSP,SP,Aylla da Costa,3,zsilveira@example.org,+55 (011) 1392-8874,+55 74 90873-1184,69538190,Vila de Oliveira,82,,Caiçaras,Pimenta da Prata,PR,False,False,False,27
Theo Leão,THEO LEÃO,,,1956-10-26,06616136400,,,,,Dom Azevedo,7,cduarte@example.com,+55 (081) 8040 2517,+55 41 9 8045 8295,52483408,Jardim de Monteiro,95,,Nova Cintra,Campos,MG,False,False,False,27
Marcela Araújo,MARCELA ARAÚJO,,,1950-05-06,48934162600,,,,,Lunna Cavalcante,5,andre34@example.org,+55 (061) 8047-3876,+55 (036) 97156 0404,98838-537,Colônia Monteiro,8,,Aparecida 7ª Seção,Moura,RS,False,False,False,27
Mariana Guerra,MARIANA GUERRA,,,1947-04-14,55454144797,913593309,1999-07-06,SSP,SP,Henry Gabriel Mendes,7,sophie69@example.net,+55 71 8156-9399,+55 (19) 9 0747 5229,05773-148,Passarela Porto,53,,Mangueiras,Cunha de Sampaio,RJ,False,False,False,27
Vicente Costa,VICENTE COSTA,,,2011-04-11,08817803677,580304077,1995-09-28,SSP,RJ,Manuella Fonseca,2,ana-juliapereira@example.org,+55 (061) 1921 1291,+55 (056) 92960-7016,56969837,Parque da Luz,860,,Pompéia,Ramos dos Dourados,SP,True,False,False,27
Srta. Lara da Cruz,SRTA. LARA DA CRUZ,Gustavo Henrique Santos,GUSTAVO HENRIQUE SANTOS,1980-03-26,14061522264,880000196,2000-12-16,DETRAN,MG,Srta. Evelyn da Costa,3,hellenapinto@example.org,+55 (021) 0225 2981,+55 57 95447-6955,06285684,Sítio de Rezende,6,,Conjunto Califórnia Ii,Alves de Ribeiro,SP,False,False,False,27
Camila das Neves,CAMILA DAS NEVES,,,1954-06-09,74258157295,149120521,2000-05-20,IFP,RS,Gael Henrique Lima,6,lduarte@example.net,+55 (031) 9924 4820,+55 (52) 9 2060-1062,87544621,Rua de Andrade,64,,Embaúbas,Carvalho,PR,True,False,False,27
Francisco da Mata,FRANCISCO DA MATA,,,1962-06-03,58671732088,332144025,2004-02-08,IFP,SP,Dr. Davi Luiz Pacheco,2,da-costaana-cecilia@example.org,+55 (041) 8002 4565,+55 (079) 92197 3837,54707319,Quadra de Nogueira,2,,Vila Antena,Guerra,RS,False,True,False,27
Antônio da Cunha,ANTÔNIO DA CUNHA,Eloah Nunes,ELOAH NUNES,1962-05-30,13811872931,690031401,2004-04-28,IFP,MG,Dante Brito,5,moreiraisis@example.com,+55 21 7305-3881,+55 (50) 9 8925 7445,19000-505,Fazenda de Monteiro,51,,Candelaria,Fernandes,PR,True,False,False,27
Mariane Alves,MARIANE ALVES,,,1987-01-14,24282462400,543484211,2005-09-17,IFP,PR,Thiago da Cunha,6,ayla11@example.org,(011) 9242-4677,+55 09 9 2177 0404,26776655,Conjunto Vasconcelos,22,,Jardim Vitoria,Rocha de Sales,RJ,False,False,False,27
Antonella Fogaça,ANTONELLA FOGAÇA,,,1946-12-15,42782886037,811415194,2005-11-08,SSP,RS,Ana Clara Silva,6,ana-cecilia32@example.org,+55 (051) 1986 7046,+55 (75) 9 4606 7184,50903835,Alameda Bella Moreira,84,,Serra Do Curral,da Rocha,RJ,False,False,False,27
Anthony Gabriel Cassiano,ANTHONY GABRIEL CASSIANO,,,1979-03-30,76207980646,168021216,1997-10-27,OAB,RJ,Dr. Arthur Miguel Sá,3,guerraraul@example.org,+55 41 3702 8604,+55 (075) 93413-3555,80576-034,Estação Enrico Gomes,49,,Vila Piratininga,Cardoso do Oeste,MG,False,False,False,27
Lorenzo Sales,LORENZO SALES,,,2005-06-25,46547880508,682069217,1995-02-16,DETRAN,RJ,Srta. Pietra Oliveira,3,anna-lizmoura@example.com,+55 (031) 3474 3257,+55 (15) 93329 4077,62519-114,Feira Cavalcanti,3,,Novo Aarão Reis,Cassiano das Pedras,RS,False,True,False,27
Luiza Cavalcante,LUIZA CAVALCANTE,,,1975-03-27,15344365454,,,,,Joaquim Rios,3,pmoura@example.org,+55 (084) 0833 6808,+55 (027) 98010-5365,49001084,Parque Ana Sophia Aparecida,91,,Andiroba,Mendes de Minas,RS,False,False,False,27
Sr. Gustavo Almeida,SR. GUSTAVO ALMEIDA,,,1987-11-23,21057314730,933960274,1997-04-18,SSP,PR,Ana Carolina Montenegro,5,ravi-luccaferreira@example.com,+55 (021) 1530-5419,+55 10 9 9566 6284,02912-658,Esplanada de Pires,67,,Barão Homem De Melo 2ª Seção,da Cunha,SP,True,True,False,27
Joana Peixoto,JOANA PEIXOTO,João Felipe Rezende,JOÃO FELIPE REZENDE,2004-08-15,66407919274,333993748,1997-12-12,IFP,RJ,Augusto Sá,7,araujomaite@example.net,51 5745 5976,+55 (64) 9 7037 8217,56094998,Colônia de Cardoso,53,,Alípio De Melo,Lopes,RJ,False,False,False,27
Emanuella Aparecida,EMANUELLA APARECIDA,,,1948-08-16,77800563090,273710453,1994-12-26,DETRAN,MG,Amanda Brito,4,macedomanuela@example.com,(071) 3097 1057,+55 (82) 96104 8521,37115720,Lago de Andrade,782,,Vila Inestan,Casa Grande,MG,False,False,False,27
Laís Campos,LAÍS CAMPOS,,,1996-06-05,79630329999,,,,,Pedro Lucas Câmara,3,valves@example.net,+55 31 8064 2885,+55 80 9 2478 3290,08467138,Chácara Kevin Pastor,16,,Vila Boa Vista,Sá,MG,False,False,False,27
Sr. Ravy Aragão,SR. RAVY ARAGÃO,,,1988-02-26,77257391815,805895695,1999-12-20,OAB,SP,Dr. Thales Sá,6,vbarbosa@example.net,21 4276-6531,+55 90 91650 4920,61803437,Praia de Mendes,73,,Esperança,da Conceição Alegre,PR,True,False,False,27
Catarina Porto,CATARINA PORTO,,,1970-06-23,86711524136,457293994,2006-05-12,SSP,MG,Melissa Sá,6,rochavitor-hugo@example.net,+55 (041) 7105-0894,+55 (092) 91542 1694,76571746,Trecho Fogaça,414,,Pongelupe,Lima de Minas,MG,True,False,False,27
Sr. Bernardo Garcia,SR. BERNARDO GARCIA,,,1963-06-27,89278280704,,,,,Sr. Pietro Nogueira,4,britovalentina@example.net,81 5177-2506,+55 63 93930 1078,68824700,Favela Zoe Moraes,7,,Vale Do Jatoba,da Rocha,SP,True,False,False,27
Ana Luiza Alves,ANA LUIZA ALVES,Sra. Mariana Cassiano,SRA. MARIANA CASSIANO,2011-02-10,15854436973,187481241,1994-12-02,DETRAN,SP,Davi Miguel da Rosa,7,vasconcelosjuan@example.org,+55 21 8207 1429,+55 (64) 9 5550-9295,12114868,Travessa de Jesus,53,,Boa União 1ª Seção,da Costa da Mata,MG,False,False,False,27
Sr. Kaique Câmara,SR. KAIQUE CÂMARA,,,1963-04-22,75382010501,642779722,2004-02-08,OAB,RJ,Enzo Peixoto,5,diasisis@example.com,(084) 7107 9535,+55 50 9 0052 9886,19147-972,Vale de Farias,704,,Ermelinda,Andrade da Mata,SP,False,False,False,27
Brenda Lopes,BRENDA LOPES,,,1987-11-07,92341066445,556885542,1996-10-17,SSP,RS,Davi Lucas Fogaça,4,bryanlopes@example.net,(071) 9643 5353,+55 70 98940-1707,93299-739,Quadra de da Rosa,955,,Ambrosina,Jesus do Campo,SP,False,False,False,27
Enzo Gabriel Fonseca,ENZO GABRIEL FONSECA,,,2002-10-21,67006772206,,,,,Marina da Mota,6,da-conceicaoemanuella@example.com,+55 (011) 8545 4148,+55 (35) 96835-7122,89411-870,Vila de Oliveira,8,,Pedreira Padro Lopes,Cirino,RS,False,False,False,27
Mathias Montenegro,MATHIAS MONTENEGRO,,,1979-11-25,81099234700,447005604,1999-03-08,OAB,RJ,Benício Cavalcanti,3,pabreu@example.org,+55 (011) 2789 3253,+55 47 9 9160 0740,02389-759,Loteamento de Sales,401,,Cônego Pinheiro 2ª Seção,Aragão,PR,True,False,False,27
Davi Luiz Martins,DAVI LUIZ MARTINS,,,1961-08-15,95906719857,297796116,1995-04-08,IFP,SP,Letícia Marques,4,correiaaurora@example.net,+55 (051) 6256 7905,+55 (86) 9 7978-6560,12627745,Passarela Ian Gonçalves,89,,Vila Nova Cachoeirinha 1ª Seção,Ribeiro do Sul,SP,True,False,False,27
Sofia Leão,SOFIA LEÃO,,,1991-06-10,14556882230,,,,,Mateus Câmara,2,emoreira@example.org,81 6874 8328,+55 13 9 3127-4021,89299594,Avenida de Oliveira,445,,Paquetá,Fonseca,RJ,False,False,False,27
Leonardo da Rosa,LEONARDO DA ROSA,Diego Cavalcanti,DIEGO CAVALCANTI,1984-08-02,27076951495,,,,,Clara Pacheco,6,diasthomas@example.com,(021) 8499 8478,+55 29 9 7070 5907,45147407,Lago Daniela Teixeira,37,,São José,Nascimento,RS,False,False,False,27
Bryan Moura,BRYAN MOURA,,,1983-02-09,87569719662,943866993,1998-08-29,IFP,RS,Manuella Moraes,5,yrios@example.net,0300 055 1221,+55 (58) 90047-5171,26743-299,Vale Rios,73,,Guarani,Pires,RJ,False,False,False,27
Luara Campos,LUARA CAMPOS,,,1994-12-18,57711273886,977574224,2005-11-04,DETRAN,PR,Theodoro Lopes,5,ebarbosa@example.com,41 6642-9999,+55 (11) 99064 6006,45893369,Pátio Rocha,402,,Marçola,Nascimento do Amparo,PR,False,False,False,27
Lucas Correia,LUCAS CORREIA,Ryan Santos,RYAN SANTOS,1982-04-14,41851750606,804334326,2004-04-07,IFP,MG,Enzo Duarte,3,da-luzjoao-vitor@example.com,61 7413-8557,+55 (029) 98179-9345,69388864,Travessa Milena Costa,12,,Vila São Gabriel,Caldeira de Aragão,PR,False,False,False,27
Srta. Olívia da Costa,SRTA. OLÍVIA DA COSTA,,,1986-01-06,08544053726,807952319,2001-08-24,OAB,PR,Kamilly Teixeira,2,idas-neves@example.com,+55 (011) 2652 0026,+55 55 9 5569-1055,36384992,Avenida Ferreira,9,,Suzana,das Neves Alegre,PR,True,False,False,27
Olivia Camargo,OLIVIA CAMARGO,,,1965-12-20,65552944500,988117988,1995-10-17,IFP,RS,Sra. Maria Clara Moreira,5,rochaerick@example.net,0500 703 7118,+55 (03) 90613-9274,24447-811,Vila Yasmin Peixoto,84,,Serra Do Curral,Guerra do Norte,PR,False,False,False,27
Joana Macedo,JOANA MACEDO,,,1960-09-22,15047426564,854855782,1995-08-24,IFP,RJ,Isabelly Rodrigues,4,antonio48@example.com,+55 (061) 1404-3726,+55 (87) 9 9130-3281,77564392,Loteamento de da Cunha,6,,Nossa Senhora Aparecida,Costela,RS,False,False,False,27
Letícia Gomes,LETÍCIA GOMES,,,1950-11-04,81510760113,360699166,2000-01-03,DETRAN,RJ,Diogo Vasconcelos,7,heitor53@example.org,(021) 6680 3785,+55 52 9 2509-1819,29050480,Quadra de Fonseca,67,,Floresta,Sousa do Galho,SP,False,False,False,27
Ravi Lucca Pacheco,RAVI LUCCA PACHECO,,,1983-05-12,20794274072,316182274,2004-10-30,IFP,SP,Maria Helena Gonçalves,2,portoisadora@example.net,+55 84 8178-5862,+55 35 9 4792 8626,05049709,Alameda de Rezende,158,,Varzea Da Palma,Mendonça,SP,False,False,False,27
André Andrade,ANDRÉ ANDRADE,,,2005-11-03,37986752793,625213065,1996-05-06,SSP,PR,Yan Borges,3,sfogaca@example.org,84 8566 7286,+55 22 9 4224 2975,13375-101,Chácara de Albuquerque,47,,Vila Betânia,Rezende do Oeste,PR,False,False,False,27
Cauã Novaes,CAUÃ NOVAES,,,2000-09-10,37896857715,644659526,2004-09-19,DETRAN,PR,Maria Júlia Martins,4,xgarcia@example.com,+55 (051) 5662-1290,+55 40 9 5696-9429,06210838,Largo Caldeira,42,,Guaratã,da Mata da Praia,RS,False,False,False,27
Enrico Moura,ENRICO MOURA,,,1945-12-09,20108626946,,,,,Beatriz da Conceição,7,camposmaite@example.com,+55 (081) 4801-3029,+55 84 95941-9509,06991088,Conjunto Andrade,37,,Solar Do Barreiro,Garcia,SP,True,False,False,27
Sara Mendes,SARA MENDES,,,1999-09-21,66728779248,,,,,João Pedro Andrade,3,wsantos@example.net,+55 41 1194-4187,+55 (01) 96480-1888,12839528,Colônia Souza,46,,Acaba Mundo,Sá de Monteiro,MG,False,False,False,27
Daniela Pimenta,DANIELA PIMENTA,,,1953-01-08,33089532930,,,,,Sra. Ayla Martins,4,nascimentoalexia@example.com,0300-598-0092,+55 17 96010-8946,54036-839,Colônia Marcelo Câmara,878,,Mariquinhas,Araújo,SP,False,True,False,27
Emanuella Sampaio,EMANUELLA SAMPAIO,Juliana Gonçalves,JULIANA GONÇALVES,2002-03-15,81448686172,,,,,Amanda Pereira,2,ravy98@example.com,81 6482 4582,+55 01 9 1656 3525,03266-959,Estação de Santos,732,,Milionario,Ferreira do Sul,RS,False,True,False,27
Olivia Aparecida,OLIVIA APARECIDA,,,1971-02-28,17061498676,737649324,2003-07-09,DETRAN,RS,Theo da Mota,4,aliceda-rosa@example.net,(051) 7566-0416,+55 (66) 92990 9431,93269930,Lagoa de Santos,38,,Marmiteiros,Rezende da Serra,SP,False,False,False,27
Asafe Carvalho,ASAFE CARVALHO,,,1977-09-29,23067771362,950233496,1997-12-31,IFP,PR,Dra. Agatha Sousa,5,bianca13@example.com,41 0061-5473,+55 (057) 91875 7927,07656-752,Praia Ester Correia,42,,Atila De Paiva,Ramos,MG,False,False,False,27
Joana Nogueira,JOANA NOGUEIRA,,,1996-06-01,63950503544,821411895,2004-10-08,IFP,RS,Danilo Costa,3,novaescatarina@example.net,+55 (041) 2905-1561,+55 (86) 9 5367-5996,88644-280,Estação de Teixeira,41,,Vista Alegre,Pacheco,RS,True,False,False,27
Lucca Ferreira,LUCCA FERREIRA,,,1982-04-24,22616995220,112827174,2001-08-02,OAB,MG,Clara Cardoso,2,bcavalcanti@example.net,+55 41 0010-2082,+55 87 9 7495 4822,58197-812,Setor Mendonça,46,,Centro,da Cruz,PR,True,False,False,27
Dr. Arthur Gabriel Vasconcelos,DR. ARTHUR GABRIEL VASCONCELOS,,,2004-09-11,72043983946,,,,,Manuela Costela,6,helena35@example.org,+55 (031) 5228 3235,+55 47 9 1559 5379,41510297,Distrito Moura,842,,Milionario,da Rosa,SP,False,False,False,27
Emilly Lopes,EMILLY LOPES,,,1952-12-05,62626999709,,,,,Srta. Aylla Mendonça,3,sophia08@example.org,81 9491 1651,+55 (48) 9 5200 5182,03868830,Largo Vasconcelos,502,,Santa Sofia,Souza Alegre,RJ,False,False,False,27
Benjamim Lopes,BENJAMIM LOPES,Davi Sá,DAVI SÁ,1951-08-08,81483524701,928791237,1996-07-27,SSP,RJ,Nicolas Gonçalves,6,jose-pedro21@example.org,+55 61 1021 9297,+55 97 9 7944 5753,86551-585,Via Lopes,839,,Pantanal,Monteiro,RS,True,False,False,27
Leandro Rocha,LEANDRO ROCHA,,,1997-11-07,82167796587,371204275,2001-07-28,SSP,SP,Igor Marques,2,martinsgustavo-henrique@example.net,0500 472 3593,+55 (20) 98054 0114,83502551,Vereda de Ferreira,1,,Vila Mangueiras,da Cunha,SP,False,False,False,27
Benicio Sousa,BENICIO SOUSA,,,1975-12-18,22211866131,512518967,1998-01-24,IFP,SP,Olívia Ribeiro,6,vargasisabel@example.com,+55 21 8976-5855,+55 31 9 7511 8139,93911-090,Trecho de Teixeira,29,,Dona Clara,Sampaio de Goiás,RJ,False,False,False,27
Maria Flor Casa Grande,MARIA FLOR CASA GRANDE,,,1984-11-05,33300911265,585479377,2003-10-27,SSP,MG,Isaac Santos,7,ysantos@example.org,(041) 1001-4024,+55 (051) 93062 9424,78387-251,Sítio Machado,421,,Fernão Dias,Cunha,SP,False,False,False,27
Mariah Moreira,MARIAH MOREIRA,,,1953-04-11,93737414386,,,,,Marcos Vinicius da Rosa,2,costelathales@example.net,+55 31 0093 4838,+55 (53) 9 6357-6853,46976-467,Esplanada José Marques,46,,São Paulo,Garcia,PR,True,False,False,27
Lorenzo Marques,LORENZO MARQUES,,,1993-01-06,39174344820,,,,,Lavínia Pinto,4,sda-conceicao@example.com,(071) 8300 3526,+55 (98) 97493-9270,29089-942,Recanto Davi Lucas da Cruz,44,,São Francisco,Correia do Campo,RS,False,False,False,27
Nathan Garcia,NATHAN GARCIA,,,1985-10-16,12337062171,,,,,Sr. Luiz Henrique Dias,5,davi-lucaspereira@example.org,+55 (041) 0205-9402,+55 (043) 97973 0932,71873-817,Distrito de Abreu,19,,Estoril,Sales,PR,True,False,False,27
Isadora Sales,ISADORA SALES,,,1960-09-17,71824195648,747980244,2002-06-28,OAB,PR,Beatriz Ramos,5,joao-guilhermeandrade@example.net,81 4590-5186,+55 (10) 9 7963-5400,88968303,Conjunto Caroline Vieira,52,,Vila Jardim Alvorada,Dias,SP,True,False,False,27
Luiz Gustavo Vargas,LUIZ GUSTAVO VARGAS,,,2010-10-02,77594938941,191308858,2005-10-13,SSP,PR,Sr. Marcelo Nascimento,6,ottoborges@example.org,(051) 9535 5007,+55 (029) 90597-6756,86082575,Lago de Carvalho,19,,Vila Batik,Abreu,RS,False,False,False,27
Manuella Almeida,MANUELLA ALMEIDA,,,1997-09-25,79354325890,229715812,2001-08-21,SSP,PR,Olivia Peixoto,6,pachecolevi@example.org,(071) 5264-0522,+55 (85) 95479-9641,70818-962,Área Murilo Cassiano,27,,Dona Clara,Almeida da Mata,RS,False,False,False,27
Levi Garcia,LEVI GARCIA,,,1964-06-01,48090883591,,,,,Luísa da Luz,6,araujoraul@example.com,+55 (051) 7424 7678,+55 98 91268 1899,44049631,Distrito de Leão,14,,Vila Maloca,Câmara Verde,SP,False,False,False,27
Sr. Davi Luiz Campos,SR. DAVI LUIZ CAMPOS,Luigi Cavalcanti,LUIGI CAVALCANTI,1960-12-02,67123941632,338930843,1995-02-24,OAB,RS,Vicente Aragão,4,yuri85@example.net,+55 31 7705 0219,+55 96 99602-8341,17756-981,Setor de Casa Grande,78,,Graça,Pastor,MG,False,False,False,27
Bryan Peixoto,BRYAN PEIXOTO,,,1949-03-29,51518633390,340214611,2002-05-28,OAB,RS,Maria Luísa Nascimento,5,ana-juliacirino@example.com,41 7923-8784,+55 23 91506-8948,19010608,Pátio de Pereira,75,,São Jorge 3ª Seção,Costa,PR,False,False,False,27
Mateus da Luz,MATEUS DA LUZ,,,1991-01-12,27975109177,759455694,2005-12-29,DETRAN,PR,Zoe Albuquerque,7,moreirasamuel@example.net,81 4219 0678,+55 (081) 98785-0649,99937-388,Fazenda Sampaio,702,,Aparecida,Novais Grande,PR,False,False,False,27
José Miguel Fernandes,JOSÉ MIGUEL FERNANDES,,,1973-04-28,99558547409,,,,,Noah Ribeiro,3,pedro09@example.net,+55 41 2612 2871,+55 (015) 98348-6320,42834531,Parque de Cunha,625,,Floresta,Nascimento de Minas,RS,False,False,False,27
Fernando Cassiano,FERNANDO CASSIANO,,,1956-02-18,63364382603,298245415,2000-09-04,OAB,SP,Arthur Miguel Fogaça,5,stephany49@example.org,+55 (051) 2853-3877,+55 (74) 9 0970-6811,51560338,Passarela Juliana Ramos,2,,Vila Maria,Garcia de Marques,RS,False,False,False,27
Enzo da Cruz,ENZO DA CRUZ,Isabel da Paz,ISABEL DA PAZ,1998-07-01,02053778903,279042276,1996-12-08,DETRAN,SP,Caroline Garcia,7,viniciusmarques@example.com,+55 51 2813 8339,+55 04 99131 5690,89317034,Via Isaque Duarte,956,,Havaí,Moura Verde,SP,True,False,False,27
Juan Garcia,JUAN GARCIA,,,1995-09-30,93634458526,139784321,2000-01-28,IFP,SP,Dra. Olívia Siqueira,4,kamilly08@example.org,(031) 8556-8280,+55 (01) 9 4716 4763,24650-815,Fazenda Cirino,91,,Apolonia,Viana,PR,False,False,False,27
Rodrigo Ribeiro,RODRIGO RIBEIRO,,,1991-04-11,51140177800,407426246,2003-02-09,SSP,RJ,Lara Sales,3,ayla26@example.org,(051) 8913-0666,+55 52 9 3595-5897,93153048,Morro Julia Ferreira,4,,Caiçaras,Leão,PR,False,False,False,27
Allana Correia,ALLANA CORREIA,Sr. Bento Correia,SR. BENTO CORREIA,1957-07-30,99262366930,942804481,2002-04-14,OAB,RS,Ryan Montenegro,3,da-costamariah@example.com,+55 51 3850 3987,+55 (013) 99499-5665,42032091,Chácara Cardoso,3,,Pantanal,Camargo,SP,True,False,False,27
Cecilia da Mota,CECILIA DA MOTA,,,1989-02-08,89861689796,559657968,2004-01-20,OAB,SP,Rafael Melo,2,zlopes@example.com,+55 31 7438 4435,+55 (74) 97050 3617,67694-443,Trecho Lunna Ribeiro,46,,Caetano Furquim,Melo,SP,False,False,False,27
Lunna Campos,LUNNA CAMPOS,,,2008-05-25,33508995011,,,,,Sra. Marcela Lopes,7,nogueiraana-liz@example.net,31 4951 6816,+55 (069) 96259-1862,23583533,Trevo Marcos Vinicius Nascimento,30,,São Damião,Nunes,RJ,False,False,False,27
Maria Alice Pacheco,MARIA ALICE PACHECO,,,1950-09-24,77706420868,803539535,1997-06-28,OAB,RS,Augusto Cardoso,2,maria-laura05@example.com,+55 71 9744-9092,+55 (39) 92505 3354,73261193,Praia Sara da Rocha,14,,São Marcos,Duarte de Albuquerque,MG,False,True,False,27
Théo da Rosa,THÉO DA ROSA,Dr. Pedro Miguel Casa Grande,DR. PEDRO MIGUEL CASA GRANDE,1965-10-09,97749210709,510381350,1998-09-19,OAB,SP,Cauê Sá,7,aaraujo@example.org,+55 (084) 5173-7855,+55 (31) 95043 2592,03527-831,Distrito de Rios,74,,Santana Do Cafezal,Pereira,PR,True,False,False,27
Mateus Siqueira,MATEUS SIQUEIRA,,,1994-12-07,45889177303,709784575,2006-04-09,OAB,SP,Daniela Mendes,5,melorenan@example.net,+55 51 7717 2748,+55 51 9 1965 7685,76890768,Residencial Sofia da Luz,32,,Vera Cruz,Guerra,RJ,False,False,False,27
Nicole da Cunha,NICOLE DA CUNHA,,,2005-02-23,09880799763,869953503,2000-09-22,IFP,MG,Maria Júlia Silva,2,zpastor@example.org,71 1055 1924,+55 (47) 97840-2131,94010-695,Campo de Gomes,87,,Conjunto Capitão Eduardo,Lopes Grande,MG,False,False,False,27
Sra. Alexia Rodrigues,SRA. ALEXIA RODRIGUES,,,1945-10-20,11036668606,298177704,2002-11-12,SSP,PR,Lívia Nogueira,7,cauamonteiro@example.net,84 2342 8172,+55 (053) 99826 0177,28259-387,Lagoa Sales,23,,Vila Boa Vista,Mendes do Amparo,SP,False,True,False,27
Davi Lucas da Rocha,DAVI LUCAS DA ROCHA,,,1993-12-29,93466999570,938275696,2004-01-18,SSP,MG,Vinícius Moreira,2,emanuellapacheco@example.com,61 2670 9730,+55 79 98065-2637,65299745,Feira Fonseca,14,,Tiradentes,Ramos,MG,False,False,False,27
Bianca Câmara,BIANCA CÂMARA,,,2011-09-19,33203381885,,,,,Srta. Brenda Sousa,5,cavalcantiaylla@example.org,11 3176-4555,+55 (67) 99119 0902,21298-933,Praça Benjamim Novaes,63,,Candelaria,da Conceição,MG,False,False,False,27
João Gabriel Ferreira,JOÃO GABRIEL FERREIRA,,,1973-12-05,80617187827,551857641,1995-10-25,DETRAN,RJ,Dr. Nathan da Rosa,3,levi21@example.org,+55 31 4453 9983,+55 97 90726-3770,14082839,Feira Antony Pimenta,8,,União,Rocha do Sul,RJ,False,False,False,27
Daniel Casa Grande,DANIEL CASA GRANDE,Isabelly Pastor,ISABELLY PASTOR,2009-09-29,74842382368,756937265,2001-08-04,SSP,MG,Antonella Moraes,6,maria-laura57@example.net,+55 (051) 0178 8061,+55 (02) 92729-5405,94094623,Núcleo Maria Julia Mendonça,17,,Boa Esperança,Machado,SP,False,False,False,27
Dra. Júlia Carvalho,DRA. JÚLIA CARVALHO,,,2008-05-06,82908728524,990296999,1996-02-13,DETRAN,RS,Sr. Thales Jesus,2,ksousa@example.com,+55 81 1248-0665,+55 98 9 1652 8780,96097474,Travessa Stella Farias,3,,Bairro Das Indústrias Ii,da Cruz,MG,False,False,False,27
Isabelly Gomes,ISABELLY GOMES,,,1943-08-01,66233679184,743779293,1997-04-13,OAB,PR,Maya Novaes,2,cavalcantedom@example.net,0300 234 6426,+55 68 99791-8922,04623355,Passarela Rodrigo Almeida,49,,Santa Cruz,Oliveira dos Dourados,RJ,False,False,False,27
Ravi Pereira,RAVI PEREIRA,Dra. Beatriz das Neves,DRA. BEATRIZ DAS NEVES,2011-11-10,63475198959,668803930,2006-04-14,IFP,RJ,Alana Pacheco,3,cbarbosa@example.com,+55 31 9431 4903,+55 39 9 0801-9789,72145-547,Condomínio de Albuquerque,86,,Guaratã,Nogueira do Sul,MG,True,False,False,27
Thomas Camargo,THOMAS CAMARGO,Srta. Eloá Ribeiro,SRTA. ELOÁ RIBEIRO,1978-05-03,76492100301,670540814,2004-07-02,OAB,RJ,Isabella Campos,2,cunhaester@example.com,(031) 6252 7092,+55 (069) 94830-1419,71784024,Viela Moreira,4,,Europa,Dias,SP,True,False,False,28
Yan Azevedo,YAN AZEVEDO,,,2007-11-10,37327371010,180765903,1999-01-30,IFP,RJ,Nicolas Rezende,4,tmoura@example.org,+55 (041) 1084 5008,+55 (41) 9 3876-3887,35388955,Esplanada de Mendes,337,,Santa Branca,Ribeiro do Amparo,RS,False,False,False,28
Dr. Bryan Nascimento,DR. BRYAN NASCIMENTO,,,1960-02-03,63580165631,746985079,2005-12-05,OAB,MG,Ana Nunes,2,duartelara@example.org,0900 167 5899,+55 (048) 91110 1384,04650-319,Chácara Rocha,9,,Penha,Fernandes,SP,True,False,False,28
Maria Casa Grande,MARIA CASA GRANDE,Breno da Conceição,BRENO DA CONCEIÇÃO,1978-07-21,66190378870,409437646,2000-09-14,IFP,RS,Gael Henrique Cassiano,5,paragao@example.com,+55 (084) 8386 7739,+55 (63) 9 4695-6019,54880-307,Pátio de Rodrigues,24,,Aparecida 7ª Seção,Aparecida Verde,RS,False,False,False,28
Benício Macedo,BENÍCIO MACEDO,Lívia da Mata,LÍVIA DA MATA,1971-08-02,51968229418,553569742,1999-01-05,IFP,SP,Maria Vitória Cirino,4,aliciamendes@example.com,+55 61 9593 9455,+55 (099) 96506-8725,45466-301,Passarela de da Cruz,70,,Buraco Quente,Câmara do Sul,PR,False,False,False,28
Ravi Barbosa,RAVI BARBOSA,,,1966-12-07,15007651630,624342615,2002-10-31,DETRAN,MG,Isabella Andrade,5,diascamila@example.com,+55 21 6400 3300,+55 (43) 9 5305-3758,64772941,Trevo de Costela,98,,Garças,Gomes,PR,False,False,False,28
